Threshold,FAR,FRR
0.916,0.665248,0.053551
0.917,0.666464,0.053171
0.918,0.668288,0.053171
0.919,0.668896,0.052032
0.92,0.670112,0.050133
0.921,0.671329,0.049373
0.922,0.672849,0.049373
0.923,0.673457,0.048614
0.924,0.674065,0.048234
0.925,0.674977,0.047854
0.926,0.67741,0.047095
0.927,0.679234,0.046715
0.928,0.681058,0.046335
0.929,0.682274,0.046335
0.93,0.684403,0.045955
0.931,0.686835,0.045196
0.932,0.687747,0.045196
0.933,0.690179,0.044436
0.934,0.691092,0.044436
0.935,0.692612,0.044436
0.936,0.69322,0.043676
0.937,0.694132,0.043676
0.938,0.695044,0.043676
0.939,0.69626,0.043676
0.94,0.697172,0.042917
0.941,0.698389,0.042537
0.942,0.698997,0.042157
0.943,0.700213,0.041777
0.944,0.700517,0.041777
0.945,0.702341,0.041777
0.946,0.702949,0.041777
0.947,0.704165,0.041398
0.948,0.706294,0.041018
0.949,0.708118,0.039878
0.95,0.709334,0.039878
0.951,0.711158,0.039499
0.952,0.713591,0.037979
0.953,0.714199,0.0376
0.954,0.716023,0.0376
0.955,0.717543,0.0376
0.956,0.719672,0.03684
0.957,0.722712,0.03684
0.958,0.724232,0.035321
0.959,0.726057,0.034182
0.96,0.727577,0.033042
0.961,0.729401,0.033042
0.962,0.730921,0.031903
0.963,0.73305,0.031903
0.964,0.73457,0.031523
0.965,0.73761,0.029624
0.966,0.739434,0.029244
0.967,0.742475,0.028864
0.968,0.743995,0.027345
0.969,0.747644,0.026586
0.97,0.749468,0.025446
0.971,0.751292,0.024687
0.972,0.754029,0.024687
0.973,0.757981,0.023927
0.974,0.760109,0.023927
0.975,0.763454,0.023167
0.976,0.767102,0.022408
0.977,0.769231,0.022028
0.978,0.774704,0.021648
0.979,0.78048,0.020889
0.98,0.785345,0.020129
0.981,0.791426,0.01823
0.982,0.797811,0.016711
0.983,0.803892,0.016331
0.984,0.809365,0.015572
0.985,0.81727,0.014432
0.986,0.827911,0.013293
0.987,0.839769,0.011774
0.988,0.849194,0.011014
0.989,0.866525,0.010634
0.99,0.876862,0.010254
0.991,0.894801,0.009115
0.992,0.913348,0.007596
0.993,0.927942,0.007596
0.994,0.940407,0.006077
0.995,0.952873,0.004558
