Threshold,FAR,FRR
0.885,0.848379,0.003798
0.886,0.849425,0.003798
0.887,0.850471,0.003798
0.888,0.850471,0.003798
0.889,0.850819,0.003798
0.89,0.851168,0.003798
0.891,0.851865,0.003798
0.892,0.852213,0.003418
0.893,0.85291,0.003418
0.894,0.853608,0.003418
0.895,0.854653,0.003418
0.896,0.855002,0.003418
0.897,0.856047,0.002659
0.898,0.857093,0.002659
0.899,0.858487,0.002279
0.9,0.858836,0.002279
0.901,0.859533,0.002279
0.902,0.859881,0.002279
0.903,0.86023,0.002279
0.904,0.861276,0.002279
0.905,0.861973,0.002279
0.906,0.863018,0.002279
0.907,0.864064,0.002279
0.908,0.86511,0.002279
0.909,0.866504,0.002279
0.91,0.86755,0.002279
0.911,0.86755,0.002279
0.912,0.868247,0.002279
0.913,0.869641,0.002279
0.914,0.871035,0.002279
0.915,0.871035,0.002279
0.916,0.872429,0.002279
0.917,0.873475,0.001899
0.918,0.874521,0.001899
0.919,0.875218,0.001899
0.92,0.875218,0.001899
0.921,0.876264,0.001899
0.922,0.876961,0.001899
0.923,0.878355,0.001899
0.924,0.8794,0.001899
0.925,0.879749,0.001899
0.926,0.880446,0.001899
0.927,0.88184,0.001899
0.928,0.882537,0.001899
0.929,0.88428,0.001899
0.93,0.885326,0.001899
0.931,0.885326,0.001899
0.932,0.885326,0.001899
0.933,0.887069,0.001519
0.934,0.887766,0.001519
0.935,0.888811,0.001139
0.936,0.888811,0.001139
0.937,0.889509,0.001139
0.938,0.890206,0.001139
0.939,0.890903,0.001139
0.94,0.8916,0.001139
0.941,0.891948,0.001139
0.942,0.892297,0.001139
0.943,0.893343,0.00076
0.944,0.89404,0.00076
0.945,0.895434,0.00076
0.946,0.895783,0.00076
0.947,0.897177,0.00076
0.948,0.897525,0.00038
0.949,0.898222,0.00038
0.95,0.899617,0.00038
0.951,0.900662,0.00038
0.952,0.901359,0.00038
0.953,0.902056,0.00038
0.954,0.902754,0.00038
0.955,0.905193,0.00038
0.956,0.907633,0.00038
0.957,0.907982,0.00038
0.958,0.907982,0.00038
0.959,0.908679,0.00038
0.96,0.910422,0.00038
0.961,0.912165,0.00038
0.962,0.912513,0.00038
0.963,0.913559,0.00038
0.964,0.914256,0.00038
0.965,0.914953,0.00038
0.966,0.91565,0.00038
0.967,0.91809,0.00038
0.968,0.919136,0.00038
0.969,0.919833,0.00038
0.97,0.920181,0.00038
0.971,0.921227,0.0
0.972,0.921575,0.0
0.973,0.92297,0.0
0.974,0.92541,0.0
0.975,0.925758,0.0
0.976,0.926455,0.0
0.977,0.926804,0.0
0.978,0.928198,0.0
0.979,0.929592,0.0
0.98,0.930986,0.0
0.981,0.932729,0.0
0.982,0.934123,0.0
0.983,0.935866,0.0
0.984,0.937957,0.0
0.985,0.940049,0.0
0.986,0.942837,0.0
0.987,0.944231,0.0
0.988,0.947368,0.0
0.989,0.948066,0.0
0.99,0.948763,0.0
0.991,0.949808,0.0
0.992,0.952248,0.0
0.993,0.953991,0.0
0.994,0.956431,0.0
0.995,0.958871,0.0
0.996,0.962705,0.0
